date,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,頂埔
02/02/2015,5291,15746,33985,50776,23643,13798,10940,3697,3027,13598,1961,3743,6298,8970,10339,16066,13880,5544,7855,3200,7655,8168,3116,27416,2378,10309,11527,14948,19370,13916,8397,25694,18676,33292,28304,6760,34824,24667,24820,19483,26605,143555,34803,24140,24423,23317,33986,28100,22890,12335,31236,7123,7140,18106,6670,3351,2812,10858,9772,6915,35728,14997,6648,19587,15983,26773,36533,36441,24515,26575,67053,19829,28429,40489,26107,57493,18311,18135,15205,9830,9052,25924,15334,6909,5396,37901,16831,18205,17676,7908,10839,4260,4045,3731,7880,8278,10241,15156,26824,21733,10280,11867,11454,10512,10733,7292,7397,0
02/03/2015,5244,17549,36417,51825,25326,14793,11981,3865,3087,13915,1969,3761,7796,8496,11462,17212,14626,4737,8047,2783,7752,8383,3556,31678,2143,10391,11976,15650,20266,14582,9057,26353,19818,34125,31401,7002,36435,26536,26041,20364,27317,147697,36611,25087,23614,24560,33716,30965,23592,12015,31674,7377,7541,18584,7466,3538,3023,10842,9856,6874,31741,15577,6356,19500,16453,28100,38435,37975,25199,27112,68411,20536,31285,42518,27040,60413,19743,19135,16196,10430,8701,23653,16553,6684,6005,39044,21191,19280,17908,8385,10733,4518,4078,3817,8106,8518,10721,15888,28311,22883,10586,11349,12051,11048,11265,7389,7759,0
02/04/2015,5290,17045,36380,51663,23238,14647,11519,3732,3338,13677,1924,3693,6657,8613,10610,16882,14433,4694,8150,2880,7793,8571,3880,31401,2148,10233,11821,15418,20249,14566,9115,26150,19923,34110,29967,7069,36524,26849,25946,20185,27813,147437,37007,25451,23716,23561,33682,29774,24624,12130,31804,7265,7245,18233,7290,3666,2967,10894,10130,7002,30643,15301,6824,19618,16495,27795,38519,38631,25370,26320,69255,22903,30564,43065,27207,58771,19261,18544,15853,10141,8925,27576,16653,6692,6259,38198,21143,19357,17727,8214,10991,4547,4196,3904,8675,8515,10706,16208,28082,23051,10388,11445,11958,10777,11098,7356,7587,0
02/05/2015,5505,16664,37887,54282,22618,14966,12257,3877,3103,13686,1951,3760,6628,8686,10290,16918,14785,4984,8155,2865,8036,8496,3692,29310,2324,10731,12028,15702,21219,14730,9247,26796,20071,34025,30745,6972,36678,26732,26156,20280,26970,152474,38885,26003,24442,25282,32619,29561,24016,12104,31516,7370,7763,17600,7561,3689,2906,10838,9699,6901,30025,15311,6813,19570,16408,28489,39529,38555,25609,26167,70137,21591,30950,44405,28000,62010,20732,18922,16057,10145,8907,29119,16712,6683,6254,40080,22628,19945,18358,8207,11467,4723,4518,3960,8769,8553,10813,16530,28552,24306,10622,11601,12123,11068,11457,7361,7476,0
02/06/2015,5734,17630,39628,60473,22976,16027,12389,3895,3129,14195,1981,3799,6970,8933,12704,17365,15341,5078,8613,2976,8059,8997,3493,33147,2439,10985,12585,16189,21850,16051,9497,29127,21702,35631,32304,7089,38766,27818,27445,21530,27342,174264,43576,27054,25876,25177,36328,32246,25717,12087,32395,7722,7976,18901,8649,3749,2988,10841,10125,7371,32507,16888,7162,20690,16850,30044,43241,40166,27012,27337,80291,23088,32610,49747,30763,68602,21426,19967,16856,10990,9394,31548,18238,6772,6851,41805,25846,20646,20468,8562,12307,5023,4554,4256,8477,9241,11303,17337,30388,25422,11013,12219,12890,11371,11765,7765,7734,0
02/07/2015,4507,12149,24389,61889,16084,10964,9044,3547,2919,10223,1811,3206,11060,8135,13059,6893,7652,4221,8079,3467,5941,7691,1738,28916,2388,11565,10425,13462,17310,15737,8706,32162,22135,29015,27084,4217,33794,24234,22496,19404,16489,170409,43692,23906,19700,23728,41988,31809,23134,10013,27919,6109,5908,17549,10458,3536,2168,8620,9271,6289,40150,14747,6603,17847,12964,29321,40197,34482,22124,28816,84817,16548,31174,44196,27087,63820,16735,17986,11220,9189,8299,32452,13698,9802,6348,23583,17352,14600,19472,8116,11468,5087,2788,3917,7269,9489,11670,13403,22101,24550,10034,10830,12274,10013,10991,7169,7634,0
02/08/2015,4196,9973,19866,50368,13664,9163,7457,3437,2357,8181,1359,2719,7765,7946,13051,5499,6140,3549,6485,2788,4991,6559,1558,18218,2043,9713,9138,11593,14852,12994,7772,27263,18642,22959,22395,3431,29572,20741,19407,16640,11252,163069,36153,17130,17540,21991,34028,26481,23500,7452,21798,5191,4681,15133,9316,2773,1526,6764,7403,7241,31251,12647,5610,15725,10108,24021,37393,30016,19069,24987,73869,14180,26303,35905,22842,51591,15025,15985,9911,7912,6636,27552,10710,8140,5249,17595,19251,12845,15844,7371,9157,4657,2087,3078,6109,7396,10245,11487,18667,20649,8520,9355,10437,8621,9735,6152,6601,0
02/09/2015,5481,15814,35480,52115,21554,14188,11400,3794,2918,13323,1977,3579,5529,8226,10301,16178,14024,4505,7938,2784,7410,7994,3197,29288,2702,10480,11916,15206,19839,14240,8862,29588,20054,34286,27335,7128,36094,25916,25766,20277,26676,154504,37189,26302,23750,22788,32197,28507,23228,11283,31249,7236,7148,17301,7387,3348,2966,10508,9562,6824,31263,15323,6793,19270,16494,28091,38743,37744,25055,27123,72746,20211,30078,43065,27412,60685,18929,19296,15489,9633,8597,26640,15959,6308,6510,37755,23546,19070,18436,8154,10928,4598,4142,3791,8327,8651,11170,15916,28025,22782,10233,11389,11720,10812,11033,7194,7361,0
02/10/2015,5621,16481,37001,56446,22659,14890,12065,4043,3035,13704,2024,3718,9418,8527,11126,16595,14632,4857,8556,3014,7756,8508,3377,41189,2718,10716,12256,15577,20656,15060,9140,30994,21366,35067,31703,7084,37480,26860,26374,20855,28000,165190,40628,26911,24868,25134,38521,33577,25224,12227,31976,7393,7730,18721,8493,3675,2937,10947,9892,7384,34098,16147,6838,20121,16817,29880,40779,39787,25985,27662,76624,21189,32957,46193,29641,62897,19949,20438,16347,10576,9362,28765,16997,6954,7163,39388,18427,19642,19038,8644,11266,4788,4369,4029,8494,9038,11886,16239,28207,23955,11039,11910,12156,11074,11424,7769,7631,0
02/11/2015,5613,16664,36806,57346,21546,14585,11946,3930,3056,13941,2037,3768,9679,8563,11264,17040,14799,4786,8378,3123,7987,8478,3496,43054,2663,10777,12456,15810,21011,15071,9385,30563,21279,34928,31657,7010,37284,27594,26786,21032,28283,167312,41447,27664,24808,25166,38695,33888,26261,12108,32907,7439,7489,18697,8102,3538,3172,11052,10272,7531,35683,16822,7096,20335,16753,29527,41384,40328,26539,27423,78074,20990,32159,47076,29750,65136,19954,20069,16421,10697,9745,33171,17401,7303,7014,39259,18330,19868,19090,8283,11330,4641,4262,4032,8258,9229,11849,16701,28968,24439,11048,11907,12120,10943,11387,7993,7687,0
02/12/2015,5675,17138,37279,58626,21725,14430,12017,3880,3101,14154,2042,3680,10029,8753,11306,17250,21775,4767,8559,3339,7951,8551,3519,41017,2458,10869,12186,15718,20878,15098,9422,29977,21123,33734,32523,6882,37321,27594,26585,20929,27528,171209,41532,26322,24863,24811,38642,33460,24889,12119,32060,7548,7589,18869,7978,3573,3077,10935,9902,7301,35921,17573,6987,20025,16885,29403,41412,39558,25969,28578,77536,20446,32839,47493,30226,68081,19695,20052,16726,10776,9698,39973,17079,7488,7136,39086,18021,19997,18959,8326,11301,4703,4275,3926,8283,9233,11826,16053,29085,24709,10912,11514,12056,10949,11289,7846,7773,0
02/13/2015,6003,18018,39461,65516,22740,14767,12468,3959,3092,13458,2171,3754,10514,8957,14263,17687,15443,4959,8786,3875,8151,8746,3575,41713,2371,11061,12602,16651,21613,15578,9710,30240,22679,35075,35298,7146,38137,28144,27214,21502,28042,187581,45377,27921,26081,26547,40806,34732,26745,12320,32382,7547,7734,19560,8605,3580,3086,11198,10047,7678,37590,18494,7388,20680,16877,31620,44977,40828,26622,27939,86115,22310,34409,51638,32355,79720,20955,20895,17233,11339,10083,43862,18661,8363,7551,41518,18562,20311,19965,8462,11539,5186,4671,3975,8330,9770,12093,17150,30461,26614,11044,12195,12419,11154,11673,7942,7878,0
02/14/2015,5100,11739,22601,64302,14927,9729,8968,3783,2639,9505,1749,3096,10694,6959,13488,7064,7642,4288,8730,3868,5795,7880,1573,34707,2602,11958,10055,12670,15305,13451,8399,27557,20960,27216,30000,3729,32225,23095,21227,18435,14533,179372,44074,23518,18124,24150,43517,30992,22534,9532,26369,5897,5597,17135,9763,3033,1953,8695,8930,6314,42396,15992,6382,17411,12431,29103,40869,33359,21011,27371,90418,14505,29802,45829,26945,71681,15706,18749,10709,9266,8607,43135,13784,11067,6548,21972,17840,14213,18922,7477,10450,4374,2525,3727,6912,8868,12772,12913,20403,24146,9727,10393,10874,9454,10569,7021,6874,0
02/15/2015,4006,10097,17575,51602,11510,7856,6815,3320,2251,7269,1392,2554,10433,5726,9882,5423,5670,3427,6243,3051,4844,6293,1403,28226,2079,9644,8638,10721,12532,11751,7151,24483,17681,21520,25568,3098,27469,19442,17553,15998,9954,163836,35408,16608,16180,19779,34453,25120,22263,6926,20056,5048,4464,14313,8097,2469,1596,6887,7175,5442,34491,12213,5572,15133,9674,23458,35557,27930,17544,23729,75050,12161,24664,35969,21903,58270,12890,15934,8568,7819,6803,35662,10568,10312,5745,16350,14347,11791,14521,6162,9249,3473,1850,2966,5939,7418,10786,10227,17140,21238,7814,8664,9119,8115,8950,5835,5846,0
02/16/2015,5581,15418,34480,58441,19240,12473,10629,3635,2663,12097,1839,3317,6170,7498,11092,14687,12826,4252,7687,2896,6920,7394,3104,26936,2023,9629,10883,14123,19094,13472,8369,23263,18850,29150,33770,6563,34352,24221,24190,19424,25420,167900,39598,25499,22796,22198,32194,26895,23360,11072,28896,7139,7041,17334,6533,3157,2804,10196,8998,6353,32968,14309,6842,18627,15226,27409,40066,36462,24381,27131,75979,18601,30251,45088,28146,70233,18712,17977,15146,9318,8583,37032,15784,8239,7097,36902,16173,18694,17869,6880,10204,4319,4032,3603,7364,8849,11389,15084,27385,23493,9673,10764,11298,10006,10678,6858,6786,0
02/17/2015,5296,13140,28251,53597,16226,10107,9022,3259,2225,10035,1540,2697,7582,5939,9642,12269,11071,3533,6540,2435,5886,6323,2584,24583,1740,8682,9532,12079,15494,12080,7550,19431,15551,23763,29649,5408,29556,21141,20807,17682,20132,169851,36515,21769,19204,19690,31762,26542,21066,9352,23405,6375,6092,15413,5733,2925,2324,8555,7858,5996,27533,12715,6056,16118,12753,23652,37778,31861,20905,24263,65869,15892,25854,40231,22174,59658,16660,16414,12965,8275,7560,22945,13615,7351,6296,30720,12999,15799,16264,5537,8907,3803,3303,3237,6438,7957,9745,12701,23231,21005,8481,9381,9862,8513,9499,6078,5842,0
02/18/2015,3168,4102,8054,21774,5438,3600,3561,2159,1139,4262,739,1375,1717,2353,4569,2068,2224,1544,3241,1138,2276,2819,517,8229,966,5248,4981,5726,6918,5820,4195,7020,5704,8672,11117,1383,14057,9261,9198,9129,3621,93546,13733,7744,6710,9212,14288,11502,9989,4036,10141,3164,2596,7923,4153,1585,769,3392,4285,3533,17616,6602,3144,7510,4974,9361,18762,12674,8625,15809,29254,5442,7107,11783,6232,22164,6940,7466,4174,3349,2917,11844,4919,3748,1920,6547,4079,6239,7391,2527,4138,1688,1068,1473,3115,4095,4398,5705,8566,9496,3825,4230,4893,4034,4976,3207,2777,0
02/19/2015,3562,6013,10308,39926,6677,4129,4693,2698,1426,5638,1355,2488,18628,2864,8934,2307,2769,2381,4291,3043,2986,4236,835,10761,1476,10963,7087,8480,8959,8374,4979,13038,8343,11043,13811,1906,20788,14374,13667,15672,4673,119842,24261,11938,10762,22335,37865,22911,14134,5520,13872,4469,5272,11864,9966,2706,3120,19648,6236,5318,55313,11860,5121,12190,7479,19031,29655,20460,12917,58641,68061,5935,11073,18212,13633,47976,7752,12431,5911,6367,7276,26103,6737,5673,2400,9578,5913,8150,23119,3846,6779,2812,1629,2508,4947,6715,5598,6604,39871,12592,6070,8651,7434,6943,7961,4945,4815,0
02/20/2015,3873,6372,11950,38507,7604,4680,5114,2880,1430,5847,1251,2855,19272,3828,8810,2836,3233,2518,4883,3327,3331,4790,1065,12209,1753,12299,7849,8801,9879,9065,5578,14084,9652,12191,18239,2015,22698,15389,14549,16219,5296,131286,24074,11976,11380,21373,39159,25716,15495,5678,16357,4710,4869,13486,11677,2618,2009,12981,6465,5922,61303,12282,5250,12607,7795,18816,29715,20815,13570,37231,63020,5892,12353,19858,15391,44367,8572,12759,6603,6547,7401,24889,7648,6021,2455,10532,6278,8378,18952,4559,7217,2974,1489,2418,4865,6862,6086,7589,20434,14112,6745,8392,8398,7237,8595,5587,4981,0
02/21/2015,4110,7709,15420,48297,9595,5830,6200,3189,2029,7877,1927,4159,27873,4252,11283,3730,4054,3116,6321,5024,4453,6127,1342,25464,2366,16378,9248,10786,11581,10694,6599,20266,12107,14351,22639,2374,25920,18102,17024,18314,7052,154378,30788,13959,13639,27451,47917,31761,17697,6611,19508,5123,5570,15954,14957,2848,2225,15756,7450,7213,79738,15020,5952,14869,8898,22501,35621,24239,15777,39788,81916,7356,18084,28259,22598,57787,9886,15195,7752,8380,10055,29362,9057,8131,3023,13117,13697,9982,22897,5767,8250,3342,1621,2841,5521,7480,6414,8539,21569,18763,8274,9780,8954,8407,8991,6157,5880,0
02/22/2015,4214,8293,16111,49156,9774,6462,6517,3310,2250,8026,1564,3364,20580,4713,11261,4133,4773,3403,6450,3982,4693,6124,1407,25331,2391,13260,9219,11208,12432,11829,7192,22359,14534,16032,24069,2381,27751,19608,17562,18530,6846,149210,30963,13843,14718,25222,41533,28222,18887,7126,19952,5474,5006,15576,12021,3100,1976,13382,7616,6676,61155,14525,5862,15727,9255,23607,35664,25702,16809,36487,82913,8474,20319,31299,22439,56311,10854,15276,8433,8242,8048,26607,10210,6877,3001,14563,16249,10890,20737,6149,8086,3559,1739,2893,5660,7942,6990,9247,21085,18628,8085,9656,9748,8568,9166,6261,5712,0
02/23/2015,4627,8853,17349,46675,11294,7579,6964,3276,2018,10913,1512,2908,12495,5723,10471,5411,5816,3661,6438,3375,4855,6483,1293,15517,1850,10959,9005,11065,13179,11423,7236,26003,14879,18763,20297,2896,28160,19448,17993,17160,11256,134971,31079,16831,14894,22205,33907,26881,18723,8471,22894,5319,4648,14587,9211,2733,2493,11343,7908,5862,48024,13347,5553,15684,10568,22608,33531,27835,17756,31442,75791,9035,23227,32413,21075,51243,12410,14619,9393,7658,7386,21806,10892,5795,3317,17704,9261,11783,15609,7762,7738,3521,1955,2786,5896,7191,6867,10128,21320,17871,7721,9285,9162,8279,9090,5682,5419,0
02/24/2015,5374,15586,33965,46885,23518,13921,11043,3721,2998,15624,1918,4357,7998,8655,9763,15102,14258,5338,7790,2810,8021,8504,2818,25822,2213,10543,11676,14744,20200,15460,8735,29801,18620,30894,27494,7960,35834,25702,24582,19942,24671,134462,34603,22291,23267,24689,33841,31999,22684,12539,31303,7296,7133,19458,7552,3385,2987,12230,9640,6699,38454,16172,6383,19679,15488,26188,36913,37412,24146,28856,68234,22843,29560,39092,23946,57710,20553,17760,15336,10276,8586,26797,15690,5889,5547,36213,15918,18338,17049,13720,10824,4273,3829,3836,8234,8556,11107,15849,28867,22096,10479,11634,11999,10906,11190,7073,7012,0
02/25/2015,5202,15739,33800,49236,23120,14935,11162,3659,3101,15585,2009,4612,9848,10441,10232,15598,14413,5589,7988,3184,8339,8549,3112,28686,2282,10992,11741,14837,20150,15933,8686,27958,18769,32412,30695,8263,35308,26121,25303,20489,26308,138764,36280,23811,24741,26175,36900,32725,24432,12946,32763,7419,7214,19925,7351,3476,3054,14919,9839,6849,39615,16296,6701,20090,17448,26924,36798,39307,24728,28458,67657,23124,30962,40147,24837,59106,20097,17964,16037,10640,8970,25772,15541,6440,5693,36061,18058,18204,17185,13394,11190,4391,4024,3953,8695,8456,11245,15865,27721,22484,10669,12136,11898,11165,11268,7594,7179,0
02/26/2015,5854,16720,35901,53877,24063,15589,11856,3727,2951,16050,1965,4763,8404,10496,11014,15891,14931,5675,8107,3186,8394,8891,3253,29799,2382,11053,12379,15388,21229,16961,9098,28918,19661,32950,30289,8270,37270,27072,25906,21275,26860,168004,38849,23998,26291,29228,39803,33506,24361,13020,33461,7670,7717,20477,7450,3618,3320,13951,10047,7293,38076,16892,6921,20977,17939,28148,40862,40767,25419,29281,73806,24095,32490,43430,26186,65318,21186,19332,16441,11263,9017,26781,16554,6360,5955,38608,18794,19173,18271,13291,11588,4593,4199,4033,8729,8593,11708,16872,29860,23662,11271,12425,12571,11679,11893,7906,7486,0
02/27/2015,5368,11213,22174,59677,16739,10495,8974,3736,2454,11048,2051,4541,25951,6746,12389,6697,7025,4275,7854,4935,5801,7371,1758,19343,2468,13232,10473,13100,15869,14491,8263,33468,20179,25013,28117,3837,33698,24357,22279,19308,12444,187213,43091,22726,19106,54396,48280,35277,22147,10438,28086,5881,5934,17942,11469,3395,2938,11376,9430,6981,53923,16129,6321,17519,13086,28687,42534,33841,20901,31929,93880,14371,32594,43710,32567,68444,14966,17746,10431,9471,10185,26357,13695,8900,4243,21083,12492,13753,19436,8929,10713,4333,2225,3849,6942,9165,9027,12545,21726,23325,9895,11053,11393,9810,10522,7257,7159,0
02/28/2015,4561,10590,20404,58227,14540,9609,8411,3602,2634,9712,2103,4752,21316,6709,12889,6014,6447,4286,8086,5187,5610,7845,1806,20475,2678,14053,10450,12975,15597,14686,8382,47886,21401,25729,33533,4209,33273,23785,21769,19900,13488,185854,41574,18644,19519,84904,54776,35394,22662,9646,27008,6327,5860,18221,12486,3729,2222,11763,9291,7044,59840,16421,6748,18063,12560,28594,42401,32572,20760,32100,92999,13504,32945,40352,31674,67130,14377,17167,10180,9398,10839,28183,12935,10783,4349,20468,13315,14202,20183,9572,11723,4782,2232,3633,7919,9053,8940,12080,20547,23870,10176,11657,11618,10518,11040,7889,8083,0
03/01/2015,4424,9024,16634,44906,11948,9248,7025,3263,2380,9379,1376,3018,10842,6914,11417,5449,5664,3639,6165,3092,5050,6365,1509,17287,2183,10314,9046,11617,14153,13468,7654,38240,18890,22668,24694,3375,28813,20742,18706,17147,11368,171584,33733,15226,17888,52805,38910,27605,24583,8229,23238,5354,5546,17380,9375,3076,1702,9744,7849,5960,41667,13570,5499,15715,10364,23960,37402,28954,18642,26673,72868,12957,29359,31595,25412,53971,13531,14031,9378,7761,7104,20880,10696,7897,3749,16173,10273,11653,14668,9319,9173,3994,1896,2952,6182,7598,7420,10840,18340,19764,8564,9415,10102,8739,9465,6737,6725,0
03/02/2015,5340,15564,33309,44475,22926,14992,11340,3618,3124,15771,1982,4536,5375,10541,9401,17461,14507,5314,7676,2901,8430,8385,3139,29453,2032,10259,12044,15071,20328,16591,8603,26673,18054,32447,27476,8569,35757,25783,25380,20387,27064,134207,32968,24040,25291,36271,35363,29600,22947,12913,33102,7324,7362,19527,5996,3561,3086,14878,10349,7367,37105,15940,6685,20239,17982,26083,35780,39610,24794,27329,59569,23044,29294,36984,24028,56306,20312,17814,15938,10339,8376,23840,15393,5667,5656,36538,17982,17770,16342,13902,11045,4399,4035,3853,8378,8372,11224,15940,26946,21359,10646,11921,11804,11273,11317,8113,7434,0
03/03/2015,5052,15999,34845,46019,23640,15557,11619,3734,3112,16340,1995,4706,7227,10545,9655,17977,14919,5601,7899,3281,8371,8614,3215,32214,2080,10743,12179,15239,21013,16546,8665,27532,18890,33056,29365,8743,36365,26641,26106,20728,26897,132556,34500,24525,26185,44352,37722,30783,24013,13292,33387,7710,7656,20420,6237,3638,3163,15001,10433,7851,37878,15894,6612,20657,17924,27150,37001,40332,25204,27349,60477,24050,30295,38073,24523,56735,20843,18008,16355,10679,8881,25714,16097,6109,5627,36633,18594,18259,16782,14123,11323,4738,4101,4118,8636,8318,11404,16241,28331,22294,10990,12260,12168,11524,11614,8311,7461,0
03/04/2015,5098,16254,35735,48388,23658,16271,12061,3987,3123,16847,2021,4781,5659,10802,9543,18410,15111,5588,8239,2878,8730,8782,3390,33277,2160,10506,12334,15691,20892,16588,9166,28903,19188,34601,30178,9156,37163,26917,26276,20627,26577,136814,35537,24536,25419,36493,35488,30281,24589,12809,33172,7560,7460,19782,5849,3667,3289,14959,10317,7658,35454,15631,6698,20640,18290,26685,37454,41075,25709,27204,61802,25155,31450,39574,25424,58315,22041,18544,16538,10757,8472,27450,16664,5995,5840,37288,19630,19061,16341,14144,11554,4705,4289,4082,8779,8596,11557,17233,28052,23036,10990,12248,12364,11575,11759,8347,7462,0
03/05/2015,5094,16394,35406,46912,23680,15745,11793,3888,3125,15841,1970,4913,10694,10560,9625,18386,15017,5749,9437,2998,8560,8731,3261,34007,2122,10485,11988,15762,20706,16700,8968,27634,18776,33978,31351,8594,36369,26363,25816,20694,26214,135735,35214,25120,26259,50459,37871,30184,23884,12712,32616,7625,7835,19715,5767,3570,3167,15357,10068,7629,35967,15586,6654,20416,18324,26890,36376,39883,25613,30239,62526,24100,30857,38839,22519,55194,21130,18017,16248,10659,9324,27578,16340,5902,5609,37267,19830,18602,16995,14172,11793,4458,4311,4238,8724,8429,11557,16650,28655,23178,11028,12071,11970,11572,11583,8409,7530,0
03/06/2015,5640,18145,39244,56386,24887,16719,12915,4044,3209,16851,2082,4750,6666,10947,11413,19296,16382,6110,8778,3091,9173,9643,3515,36357,2426,11156,13034,16652,22207,17982,9655,31772,22167,36776,32819,9097,39787,29143,27617,22076,28678,177442,41877,26762,27746,50639,42249,33274,26059,13383,35326,8113,8342,21197,6913,3957,3312,14646,10849,7947,37863,17439,7223,22431,18716,30024,42704,42475,27228,29449,75429,26467,35052,45431,25995,64980,22470,19671,17588,11989,9754,31185,18090,6927,6415,40750,20670,20611,18994,15093,12574,5099,4738,4394,9363,9749,12061,18316,30944,25394,11972,13227,13556,12336,12439,9077,8511,0
03/07/2015,4687,12785,24972,60334,18143,11962,10164,3813,3041,11778,1764,4013,10754,8860,13664,7307,7428,4586,8185,3761,6588,8164,1487,28074,3440,12266,10921,14076,17659,16059,9198,38282,23669,31890,31059,4974,35674,26559,23612,20435,19883,189305,45078,24229,21520,85478,50943,35729,24339,10313,30224,6754,6729,19105,10247,3667,2282,11065,10223,6837,44044,15378,6674,18681,13469,30780,42192,35781,23400,30286,91700,17761,36376,43482,24724,61857,16648,18664,11214,10100,8694,32760,14455,10341,4917,23506,24263,15326,20015,11691,12175,5769,2752,4008,8820,9907,9629,14239,23962,25664,11039,11960,12738,10927,11510,8158,8464,0
03/08/2015,4357,9920,18241,47353,14769,9779,7714,3652,2648,10415,1583,3330,12606,8259,11705,6056,5994,3868,6595,3853,5439,6476,1275,20854,2175,11766,9941,12135,15038,14810,7824,40576,19571,25290,33873,3862,30003,21865,20096,18323,12237,178100,35754,16106,19725,68621,43553,30167,24763,8332,27945,5521,5323,16775,8763,3039,1941,10413,8639,6601,49632,14265,5880,16558,11048,25608,38148,30945,19864,27674,74237,15510,29888,32481,19026,49431,13437,14861,9953,8076,8468,26002,10582,10113,4159,18255,20162,12528,16276,10207,10791,4840,2442,3565,6933,7910,7737,10911,19529,21612,10040,10854,10995,9305,10114,7664,7451,0
03/09/2015,5035,15744,33844,45347,23126,14844,11521,3797,3066,15856,1962,4637,5427,10625,8892,17481,14956,5293,7669,2768,8283,8337,2992,27974,2023,10041,11721,15159,20315,16230,8690,26893,17847,32820,27415,8494,35345,25309,25254,20415,26490,135017,33695,24083,24733,25683,35586,29451,22796,12926,32803,7241,7125,19377,6124,3481,3196,14016,10197,7661,37979,15108,6622,20083,17716,25893,35992,39112,24813,26851,59976,23083,29575,36888,21789,53522,19500,18038,15918,10415,8660,23262,15499,5717,5583,36574,18464,18060,16510,13784,10849,4182,4089,4007,8331,8546,11156,16411,27796,21579,10629,12151,11845,11240,11260,7893,7396,0
03/10/2015,5066,16773,36401,48182,24812,16269,12396,4169,3085,16686,1975,4711,5745,10917,9309,18732,15944,5602,8160,2854,8669,8748,3407,28729,2144,10312,12258,15750,21020,16738,9253,27440,19459,34479,29080,9063,37603,27150,26242,20941,27160,134959,35280,24267,25647,25585,34128,29324,22903,13210,32670,7414,7493,19375,6400,3586,3086,14112,10158,7708,34784,15338,6581,20561,18278,26638,37622,40867,25167,26318,61308,24915,30971,38590,23130,55476,21654,18415,16825,10715,8529,24180,16703,5962,5918,38277,19247,19582,16287,14166,11123,4394,4328,4134,9045,8756,11672,17376,28686,23235,10842,12066,12314,11766,11899,7981,7504,0
03/11/2015,5298,17156,37529,49289,25291,16532,12646,4182,3212,16783,2016,4694,5034,10803,9645,18908,16067,5687,8415,2842,8953,8903,3585,28619,2200,10288,12435,15926,21346,16831,9322,28564,19414,35813,28885,9377,38173,27522,26620,21070,27494,136709,36757,24347,25925,24143,33736,29498,25083,12913,32822,7591,7291,18874,6519,3633,3152,14169,10026,7456,33336,15361,6587,20918,18382,26519,38714,41512,25876,26186,62475,26343,31939,40592,23736,56348,21908,18394,16782,10765,8334,25541,17121,6190,5969,39743,20185,20424,16323,14256,11254,4680,4498,4220,9358,9225,12036,17885,29659,23810,11066,12241,12740,12050,12080,8037,7651,0
03/12/2015,5112,16728,37248,49643,24701,15900,12241,3854,3162,16303,1929,4640,5595,10832,9935,18919,15703,5571,7955,2799,8693,8726,3354,29064,2272,10246,11884,15776,21046,16663,9069,28049,19672,34658,29693,9315,37165,26618,26162,20744,26895,139077,37276,24790,26225,25629,37508,30346,24053,13031,33184,7346,7665,19623,6877,3859,3164,14098,10264,7618,35670,15543,6569,20682,18316,27016,37795,40616,25917,27444,64439,25108,32571,41029,24579,58112,21371,18684,16594,10862,9010,29380,16764,6036,6021,39562,23952,19696,18196,14039,11285,4556,4411,4202,8968,8760,11572,17230,29010,23968,11043,12626,12191,11759,11686,8299,7717,0
03/13/2015,5595,17636,37914,56516,25461,16603,12694,3990,3151,16770,2189,4800,8715,11018,11580,18690,15833,6006,8713,3466,9041,9363,3515,30318,2438,11774,12904,16535,21981,18215,9396,31916,21893,36265,32521,9080,38816,28514,27190,21968,27892,180641,41788,26267,27757,30630,44072,33915,26174,13547,34586,7755,7779,21378,7419,3746,3256,14413,10841,7964,42659,17252,7286,22096,18654,30267,42162,42267,26831,29238,75486,25683,34324,46387,26356,66339,22055,19755,17436,11847,10154,31818,17746,7456,6497,39889,20175,20396,19888,14043,12671,4911,4454,4325,9054,9414,11913,17978,29875,25579,11842,13137,13053,11976,12335,8877,7884,0
